,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Length,Word2_Length,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta,Length_Delta
1091,median,medial,3,3,6,6,0.39,1.3222,0.41,1.3424,0,-0.020199999999999996,0
1092,intermediate,transitional,5,4,12,12,0.45,1.3802,0.45,1.3802,1,0.0,0
1093,intermediate,middle,5,2,12,6,0.45,1.3802,89.2,3.658,3,-2.2778,6
1094,center,middle,2,2,6,6,45.78,3.3685,89.2,3.658,0,-0.28949999999999987,0
1095,mid,middle,1,2,3,6,1.25,1.8129,89.2,3.658,-1,-1.8451,-3
1096,marshy,waterlogged,2,3,6,11,0.06,0.6021,0.14,0.9031,-1,-0.30100000000000005,-5
1097,marshy,wet,2,1,6,3,0.06,0.6021,39.22,3.3012,1,-2.6991,3
1098,tight,wet,1,1,5,3,50.92,3.4146,39.22,3.3012,0,0.11339999999999995,2
1099,garish,bright,2,1,6,6,0.22,1.0792,44.41,3.3553,1,-2.2761000000000005,0
1100,smart,bright,1,1,5,6,96.25,3.6911,44.41,3.3553,0,0.3357999999999999,-1
1101,silver,bright,2,1,6,6,31.75,3.2095,44.41,3.3553,1,-0.14580000000000037,0
1102,gorgeous,bright,2,1,8,6,24.06,3.0892,44.41,3.3553,1,-0.2661000000000002,2
1103,brilliant,bright,2,1,9,6,35.8,3.2617,44.41,3.3553,1,-0.09360000000000035,3
1104,cloudless,bright,2,1,9,6,0.16,0.9542,44.41,3.3553,1,-2.4011,3
1105,lustrous,bright,2,1,8,6,0.29,1.2041,44.41,3.3553,1,-2.1512000000000002,2
1106,cheerful,bright,2,1,8,6,3.73,2.281,44.41,3.3553,1,-1.0743,2
1107,serene,bright,2,1,6,6,1.24,1.8062,44.41,3.3553,1,-1.5491000000000001,0
1108,slender,slight,2,1,7,6,0.75,1.5911,10.18,2.716,1,-1.1249000000000002,1
1109,thin,slight,1,1,4,6,20.18,3.0128,10.18,2.716,0,0.29679999999999973,-2
1110,slender,thin,2,1,7,4,0.75,1.5911,20.18,3.0128,1,-1.4217,3
1111,rare,thin,1,1,4,4,21.31,3.0366,20.18,3.0128,0,0.023800000000000043,0
1112,fine,thin,1,1,4,4,598.08,4.4843,20.18,3.0128,0,1.4715000000000003,0
1113,slender,moderate,2,3,7,8,0.75,1.5911,1.24,1.8062,-1,-0.21510000000000007,-1
1114,temperate,moderate,2,3,9,8,0.24,1.1139,1.24,1.8062,-1,-0.6923000000000001,1
1115,modify,moderate,3,3,6,8,0.98,1.7076,1.24,1.8062,0,-0.09860000000000002,-2
1116,insecure,suspicious,3,3,8,10,4.06,2.3181,15.98,2.9117,0,-0.5936000000000003,-2
1117,shy,suspicious,1,3,3,10,18.37,2.9722,15.98,2.9117,-2,0.060499999999999776,-7
1118,jealous,suspicious,2,3,7,10,38.27,3.2907,15.98,2.9117,-1,0.379,-3
1119,insecure,unstable,3,3,8,8,4.06,2.3181,5.1,2.4166,0,-0.09850000000000003,0
1120,fluid,unstable,2,3,5,8,8.94,2.6599,5.1,2.4166,-1,0.24330000000000007,-3
1121,close,closed,1,1,5,6,219.43,4.0489,54.08,3.4408,0,0.6080999999999999,-1
1122,close,careful,1,2,5,7,219.43,4.0489,108.82,3.7444,-1,0.30449999999999955,-2
1123,deliberate,careful,4,2,10,7,2.84,2.1644,108.82,3.7444,2,-1.58,3
1124,wary,careful,2,2,4,7,0.75,1.5911,108.82,3.7444,0,-2.1533,-3
1125,diligent,careful,3,2,8,7,0.78,1.6128,108.82,3.7444,1,-2.1316,1
1126,close,faithful,1,2,5,8,219.43,4.0489,9.12,2.6684,-1,1.3804999999999996,-3
1127,honest,faithful,2,2,6,8,72.33,3.567,9.12,2.6684,0,0.8986000000000001,-2
1128,trustworthy,faithful,3,2,11,8,1.84,1.9777,9.12,2.6684,1,-0.6907000000000001,3
1129,cautious,circumspect,2,3,8,11,3.35,2.2355,0.2,1.0414,-1,1.1941,-3
1130,unpleasant,distasteful,3,3,10,11,6.1,2.4942,1.18,1.7853,0,0.7089000000000001,-1
1131,wealthy,opulent,2,3,7,7,7.37,2.5763,0.14,0.9031,-1,1.6731999999999998,0
1132,luxurious,opulent,4,3,9,7,1.12,1.7634,0.14,0.9031,1,0.8603000000000001,2
1133,evil,ill,2,1,4,3,73.16,3.5719,21.27,3.0358,1,0.5360999999999998,1
1134,sick,ill,1,1,4,3,165.43,3.9262,21.27,3.0358,0,0.8904000000000001,1
1135,evil,harm,2,1,4,4,73.16,3.5719,31.78,3.2101,1,0.3617999999999997,0
1136,injure,harm,2,1,6,4,1.0,1.716,31.78,3.2101,1,-1.4941000000000002,2
1137,great,commanding,1,3,5,10,820.86,4.6219,6.9,2.5478,-2,2.0741,-5
1138,great,enormous,1,3,5,8,820.86,4.6219,10.31,2.7218,-2,1.9001000000000001,-3
1139,large,enormous,1,3,5,8,41.45,3.3253,10.31,2.7218,-2,0.6034999999999999,-3
1140,huge,enormous,1,3,4,8,48.37,3.3923,10.31,2.7218,-2,0.6705000000000001,-4
1141,extraordinary,enormous,5,3,13,8,15.12,2.8876,10.31,2.7218,2,0.16579999999999995,5
1142,colossal,enormous,3,3,8,8,1.41,1.8633,10.31,2.7218,0,-0.8585,0
1143,great,long,1,1,5,4,820.86,4.6219,675.16,4.537,0,0.0849000000000002,1
1144,tenacious,long,3,1,9,4,0.49,1.415,675.16,4.537,2,-3.122,5
1145,side,long,1,1,4,4,200.92,4.0106,675.16,4.537,0,-0.5263999999999998,0
1146,great,foremost,1,2,5,8,820.86,4.6219,1.69,1.9395,-1,2.6824000000000003,-3
1147,first,foremost,1,2,5,8,840.57,4.6322,1.69,1.9395,-1,2.6927000000000003,-3
1148,great,immense,1,2,5,7,820.86,4.6219,1.61,1.9191,-1,2.7028,-2
1149,enormous,immense,3,2,8,7,10.31,2.7218,1.61,1.9191,1,0.8027,1
1150,great,swell,1,1,5,5,820.86,4.6219,20.8,3.0261,0,1.5958,0
1151,great,large,1,1,5,5,820.86,4.6219,41.45,3.3253,0,1.2966000000000002,0
1152,immense,large,2,1,7,5,1.61,1.9191,41.45,3.3253,1,-1.4062,2
1153,grand,large,1,1,5,5,63.02,3.5072,41.45,3.3253,0,0.18190000000000017,0
1154,round,large,1,1,5,5,66.53,3.5307,41.45,3.3253,0,0.20540000000000003,0
1155,considerable,large,5,1,12,5,4.53,2.3655,41.45,3.3253,4,-0.9598,7
1156,broad,large,1,1,5,5,14.73,2.8762,41.45,3.3253,0,-0.44910000000000005,0
1157,voluminous,large,4,1,10,5,0.04,0.4771,41.45,3.3253,3,-2.8482,5
1158,roomy,large,2,1,5,5,0.39,1.3222,41.45,3.3253,1,-2.0031,0
1159,great,big,1,1,5,3,820.86,4.6219,682.82,4.5419,0,0.08000000000000007,2
1160,great,big,1,1,5,3,820.86,4.6219,682.82,4.5419,0,0.08000000000000007,2
1161,gross,big,1,1,5,3,15.27,2.8921,682.82,4.5419,0,-1.6498,2
1162,mighty,big,2,1,6,3,26.57,3.1323,682.82,4.5419,1,-1.4096000000000002,3
1163,great,superior,1,4,5,8,820.86,4.6219,13.0,2.8222,-3,1.7997,-3
1164,excellent,superior,3,4,9,8,52.71,3.4296,13.0,2.8222,-1,0.6074000000000002,1
1165,awake,alert,2,2,5,5,26.71,3.1345,20.61,3.022,0,0.11250000000000027,0
1166,quick,alert,1,2,5,5,108.67,3.7437,20.61,3.022,-1,0.7217000000000002,0
1167,awake,conscious,2,2,5,9,26.71,3.1345,6.8,2.5416,0,0.5929000000000002,-4
1168,awake,alive,2,2,5,5,26.71,3.1345,154.47,3.8965,0,-0.762,0
1169,quick,alive,1,2,5,5,108.67,3.7437,154.47,3.8965,-1,-0.15280000000000005,0
1170,alert,alive,2,2,5,5,20.61,3.022,154.47,3.8965,0,-0.8745000000000003,0
1171,moral,righteous,2,2,5,9,13.51,2.8388,3.92,2.3032,0,0.5356000000000001,-4
1172,virtuous,righteous,3,2,8,9,1.73,1.9494,3.92,2.3032,1,-0.3537999999999999,-1
1173,moral,ethic,2,2,5,5,13.51,2.8388,1.04,1.7324,0,1.1064,0
1174,parochial,insular,4,3,9,7,0.33,1.2553,0.06,0.6021,1,0.6532000000000001,2
1175,isolated,insular,4,3,8,7,6.08,2.4928,0.06,0.6021,1,1.8906999999999998,1
1176,poor,miserable,1,4,4,9,129.08,3.8185,21.49,3.0402,-3,0.7782999999999998,-5
1177,worthless,miserable,2,4,9,9,9.27,2.6758,21.49,3.0402,-2,-0.36439999999999984,0
1178,pathetic,miserable,3,4,8,9,24.2,3.0917,21.49,3.0402,-1,0.05149999999999988,-1
1179,poor,inadequate,1,4,4,10,129.08,3.8185,1.86,1.9823,-3,1.8361999999999998,-6
1180,thin,inadequate,1,4,4,10,20.18,3.0128,1.86,1.9823,-3,1.0305,-6
1181,poor,unfavorable,1,5,4,11,129.08,3.8185,0.27,1.1761,-4,2.6424,-7
1182,poor,indigent,1,3,4,8,129.08,3.8185,0.47,1.3979,-2,2.4206,-4
1183,frigid,icy,2,2,6,3,1.39,1.8573,2.65,2.1335,0,-0.2762000000000002,3
1184,frozen,icy,2,2,6,3,15.33,2.8938,2.65,2.1335,0,0.7603,3
1185,acceptable,comfortable,4,4,10,11,5.27,2.4314,47.22,3.3818,0,-0.9504000000000001,-1
1186,prosperous,comfortable,3,4,10,11,1.25,1.8129,47.22,3.3818,-1,-1.5689000000000002,-1
1187,roomy,comfortable,2,4,5,11,0.39,1.3222,47.22,3.3818,-2,-2.0596,-6
1188,acceptable,popular,4,3,10,7,5.27,2.4314,23.08,3.0711,1,-0.6396999999999999,3
1189,immense,huge,2,1,7,4,1.61,1.9191,48.37,3.3923,1,-1.4732,3
1190,black,horrible,1,3,5,8,167.94,3.9328,42.43,3.3355,-2,0.5972999999999997,-3
1191,black,bleak,1,1,5,5,167.94,3.9328,1.08,1.7482,0,2.1845999999999997,0
1192,barren,bleak,2,1,6,5,1.47,1.8808,1.08,1.7482,1,0.13260000000000005,1
1193,black,dim,1,1,5,3,167.94,3.9328,4.76,2.3874,0,1.5453999999999999,2
1194,black,somber,1,2,5,6,167.94,3.9328,0.31,1.2304,-1,2.7024,-1
1195,solemn,earnest,2,2,6,7,2.2,2.0531,1.57,1.9085,0,0.14460000000000006,-1
1196,serious,earnest,3,2,7,7,148.35,3.8789,1.57,1.9085,1,1.9703999999999997,0
1197,heartfelt,earnest,2,2,9,7,1.41,1.8633,1.57,1.9085,0,-0.04520000000000013,2
1198,solemn,impressive,2,3,6,10,2.2,2.0531,16.96,2.9375,-1,-0.8843999999999999,-4
1199,solemn,festive,2,2,6,7,2.2,2.0531,1.92,1.9956,0,0.05750000000000011,-1
1200,circular,cyclic,3,2,8,6,1.59,1.9138,0.18,1.0,1,0.9138,2
1201,smart,efficient,1,3,5,9,96.25,3.6911,4.96,2.4048,-2,1.2863000000000002,-4
1202,smart,wise,1,1,5,4,96.25,3.6911,28.47,3.1623,0,0.5287999999999999,1
1203,sensible,wise,3,1,8,4,6.8,2.5416,28.47,3.1623,2,-0.6207000000000003,4
1204,liberal,independent,3,4,7,11,3.98,2.3096,9.35,2.6794,-1,-0.3697999999999997,-4
1205,liberal,freethinker,3,3,7,11,3.98,2.3096,0.02,0.301,0,2.0086,-4
1206,liberal,radical,3,3,7,7,3.98,2.3096,4.27,2.3404,0,-0.030799999999999716,0
1207,original,radical,4,3,8,7,28.24,3.1587,4.27,2.3404,1,0.8183000000000002,1
1208,intrepid,brave,3,1,8,5,0.61,1.5051,31.71,3.209,2,-1.7039,3
1209,virtuous,brave,3,1,8,5,1.73,1.9494,31.71,3.209,2,-1.2596,3
1210,gallant,brave,2,1,7,5,3.27,2.2253,31.71,3.209,1,-0.9837000000000002,2
1211,grand,princely,1,2,5,8,63.02,3.5072,0.12,0.8451,-1,2.6621,-3
1212,royal,princely,2,2,5,8,23.24,3.0741,0.12,0.8451,0,2.229,-3
1213,grand,splendid,1,2,5,8,63.02,3.5072,11.67,2.7752,-1,0.7320000000000002,-3
1214,magnificent,splendid,4,2,11,8,13.22,2.8293,11.67,2.7752,2,0.05410000000000004,3
1215,grand,stately,1,2,5,7,63.02,3.5072,0.45,1.3802,-1,2.127,-2
1216,formal,stately,2,2,6,7,8.31,2.6284,0.45,1.3802,0,1.2482,-1
1217,grand,extensive,1,3,5,9,63.02,3.5072,3.71,2.2788,-2,1.2284000000000002,-4
1218,honest,dependable,2,4,6,10,72.33,3.567,1.67,1.9345,-2,1.6325,-4
1219,good,dependable,1,4,4,10,2610.14,5.1242,1.67,1.9345,-3,3.1897,-6
1220,urgent,imperative,2,4,6,10,14.86,2.8802,2.49,2.1072,-2,0.7729999999999997,-4
1221,sterile,infertile,2,3,7,9,2.18,2.0492,0.27,1.1761,-1,0.8731,-2
1222,sterile,unproductive,2,4,7,12,2.18,2.0492,0.27,1.1761,-2,0.8731,-5
1223,willful,stubborn,2,2,7,8,0.69,1.5563,10.86,2.7443,0,-1.188,-1
1224,round,plump,1,1,5,5,66.53,3.5307,1.47,1.8808,0,1.6499,0
1225,secret,mystic,2,2,6,6,109.51,3.7471,1.45,1.8751,0,1.872,0
1226,secret,privy,2,2,6,5,109.51,3.7471,1.49,1.8865,0,1.8606,1
1227,secret,clandestine,2,3,6,11,109.51,3.7471,0.88,1.6628,-1,2.0843,-5
1228,secret,confidential,2,4,6,12,109.51,3.7471,6.71,2.5353,-2,1.2118000000000002,-6
1229,intimate,confidential,3,4,8,12,6.96,2.5514,6.71,2.5353,-1,0.016100000000000225,-4
1230,secret,secretive,2,3,6,9,109.51,3.7471,1.33,1.8388,-1,1.9083,-3
1231,persistent,tenacious,3,3,10,9,2.59,2.1239,0.49,1.415,0,0.7088999999999999,1
1232,skeptical,doubtful,3,2,9,8,1.47,1.8808,1.63,1.9243,1,-0.04349999999999987,1
1233,jittery,nervous,3,2,7,7,0.41,1.3424,67.16,3.5348,1,-2.1924,0
1234,jumpy,nervous,2,2,5,7,3.1,2.2014,67.16,3.5348,0,-1.3334000000000001,-2
1235,aware,sensitive,2,3,5,9,35.65,3.2598,22.53,3.0607,-1,0.1990999999999996,-4
1236,acute,sensitive,2,3,5,9,2.94,2.179,22.53,3.0607,-1,-0.8817000000000004,-4
1237,raw,sensitive,1,3,3,9,10.18,2.716,22.53,3.0607,-2,-0.3447,-6
1238,alive,sensitive,2,3,5,9,154.47,3.8965,22.53,3.0607,-1,0.8357999999999999,-4
1239,quick,sensitive,1,3,5,9,108.67,3.7437,22.53,3.0607,-2,0.6829999999999998,-4
1240,susceptible,sensitive,4,3,11,9,1.27,1.8195,22.53,3.0607,1,-1.2412000000000003,2
1241,aware,watchful,2,2,5,8,35.65,3.2598,0.39,1.3222,0,1.9375999999999998,-3
1242,vigilant,watchful,3,2,8,8,0.75,1.5911,0.39,1.3222,1,0.2688999999999999,0
1243,aware,mindful,2,2,5,7,35.65,3.2598,0.49,1.415,0,1.8447999999999998,-2
1244,insular,isolated,3,4,7,8,0.06,0.6021,6.08,2.4928,-1,-1.8906999999999998,-1
1245,intelligible,clear,5,1,12,5,0.06,0.6021,171.82,3.9427,4,-3.3406,7
1246,light,clear,1,1,5,5,165.2,3.9256,171.82,3.9427,0,-0.01709999999999967,0
1247,definite,clear,3,1,8,5,6.16,2.4983,171.82,3.9427,2,-1.4444,3
1248,unmistakable,clear,5,1,12,5,0.88,1.6628,171.82,3.9427,4,-2.2798999999999996,7
1249,unobstructed,clear,4,1,12,5,0.14,0.9031,171.82,3.9427,3,-3.0396,7
1250,quit,clear,1,1,4,5,90.1,3.6624,171.82,3.9427,0,-0.2803,-1
1251,realize,clear,2,1,7,5,79.06,3.6056,171.82,3.9427,1,-0.33709999999999996,2
1252,sack,clear,1,1,4,5,12.92,2.8195,171.82,3.9427,0,-1.1231999999999998,-1
1253,tenacious,tough,3,1,9,5,0.49,1.415,90.51,3.6644,2,-2.2494,4
1254,odd,curious,1,3,3,7,24.04,3.0888,26.22,3.1265,-2,-0.03770000000000007,-4
1255,funny,curious,2,3,5,7,218.18,4.0464,26.22,3.1265,-1,0.9199000000000002,-2
1256,inquisitive,curious,4,3,11,7,1.0,1.716,26.22,3.1265,1,-1.4105,4
1257,odd,left,1,1,3,4,24.04,3.0888,484.45,4.3928,0,-1.3040000000000003,-1
1258,odd,whimsical,1,3,3,9,24.04,3.0888,0.78,1.6128,-2,1.476,-6
1259,eccentric,whimsical,3,3,9,9,3.51,2.2553,0.78,1.6128,0,0.6425000000000001,0
1260,immoral,unjust,3,2,7,6,2.61,2.1271,1.16,1.7782,1,0.3489,1
1261,wicked,unjust,2,2,6,6,13.29,2.8319,1.16,1.7782,0,1.0537,0
1262,unequal,unjust,3,2,7,6,0.2,1.0414,1.16,1.7782,1,-0.7367999999999999,1
1263,wrong,unjust,1,2,5,6,523.1,4.4262,1.16,1.7782,-1,2.6479999999999997,-1
1264,immoral,depraved,3,2,7,8,2.61,2.1271,1.27,1.8195,1,0.3076000000000001,-1
1265,immoral,obscene,3,2,7,7,2.61,2.1271,3.45,2.248,1,-0.12090000000000023,0
1266,gross,obscene,1,2,5,7,15.27,2.8921,3.45,2.248,-1,0.6440999999999999,-2
1267,filthy,obscene,2,2,6,7,16.43,2.9238,3.45,2.248,0,0.6757999999999997,-1
1268,indecent,obscene,3,2,8,7,1.78,1.9638,3.45,2.248,1,-0.28420000000000023,1
1269,immoral,lewd,3,1,7,4,2.61,2.1271,1.27,1.8195,2,0.3076000000000001,3
1270,dirty,lewd,2,1,5,4,66.45,3.5302,1.27,1.8195,1,1.7106999999999999,1
1271,funny,peculiar,2,3,5,8,218.18,4.0464,7.55,2.5866,-1,1.4598000000000004,-3
1272,special,peculiar,2,3,7,8,148.57,3.8796,7.55,2.5866,-1,1.2930000000000001,-1
1273,characteristic,peculiar,5,3,14,8,1.18,1.7853,7.55,2.5866,2,-0.8012999999999997,6
1274,funny,grotesque,2,2,5,9,218.18,4.0464,1.57,1.9085,0,2.1379,-4
1275,fantastic,grotesque,3,2,9,9,39.78,3.3075,1.57,1.9085,1,1.399,0
1276,blunt,outspoken,1,3,5,9,4.9,2.3997,0.49,1.415,-2,0.9847000000000001,-4
1277,sufficient,able,3,2,10,4,4.76,2.3874,159.9,3.9115,1,-1.5241000000000002,6
1278,potent,able,2,2,6,4,1.49,1.8865,159.9,3.9115,0,-2.0250000000000004,2
1279,skillful,able,2,2,8,4,0.78,1.6128,159.9,3.9115,0,-2.2987,4
1280,sufficient,adequate,3,3,10,8,4.76,2.3874,2.59,2.1239,0,0.26350000000000007,2
1281,enough,adequate,2,3,6,8,501.33,4.4077,2.59,2.1239,-1,2.2838000000000003,-2
1282,sufficient,satisfactory,3,4,10,12,4.76,2.3874,3.0,2.1875,-1,0.19989999999999997,-2
1283,sufficient,enough,3,2,10,6,4.76,2.3874,501.33,4.4077,1,-2.0203,4
1284,decent,enough,2,2,6,6,28.1,3.1565,501.33,4.4077,0,-1.2512000000000003,0
1285,thin,lightweight,1,2,4,11,20.18,3.0128,1.16,1.7782,-1,1.2346,-7
1286,thin,skinny,1,2,4,6,20.18,3.0128,13.98,2.8537,-1,0.15910000000000002,-2
1287,untrue,inaccurate,2,4,6,10,1.45,1.8751,0.51,1.4314,-2,0.4437,-4
1288,vague,uncertain,1,3,5,9,4.53,2.3655,2.37,2.0864,-2,0.2791000000000001,-4
1289,various,uncertain,3,3,7,9,8.94,2.6599,2.37,2.0864,0,0.5735000000000001,-2
1290,equivocal,uncertain,4,3,9,9,0.16,0.9542,2.37,2.0864,1,-1.1321999999999997,0
1291,questionable,uncertain,4,3,12,9,2.29,2.0719,2.37,2.0864,1,-0.014499999999999957,3
1292,problematic,uncertain,4,3,11,9,0.94,1.6902,2.37,2.0864,1,-0.3961999999999999,2
1293,vague,loose,1,1,5,5,4.53,2.3655,41.78,3.3288,0,-0.9633000000000003,0
1294,impoverished,destitute,3,3,12,9,0.57,1.4771,0.71,1.5682,0,-0.09109999999999996,3
1295,repugnant,refractory,3,4,9,10,0.76,1.6021,0.06,0.6021,-1,1.0,-1
1296,repugnant,offensive,3,3,9,9,0.76,1.6021,6.41,2.5159,0,-0.9137999999999997,0
1297,disgusting,offensive,3,3,10,9,26.61,3.1329,6.41,2.5159,0,0.617,1
1298,unacceptable,offensive,5,3,12,9,5.31,2.4346,6.41,2.5159,2,-0.0812999999999997,3
1299,unfortunate,unlucky,4,3,11,7,11.84,2.7818,4.12,2.3243,1,0.4575,4
1300,unhappy,unlucky,3,3,7,7,16.53,2.9263,4.12,2.3243,0,0.6019999999999999,0
1301,hapless,unlucky,2,3,7,7,0.39,1.3222,4.12,2.3243,-1,-1.0021,0
1302,inauspicious,unlucky,4,3,12,7,0.1,0.7782,4.12,2.3243,1,-1.5461,5
1303,important,urgent,3,2,9,6,207.59,4.0248,14.86,2.8802,1,1.1446,3
1304,important,considerable,3,5,9,12,207.59,4.0248,4.53,2.3655,-2,1.6593,-3
1305,good,considerable,1,5,4,12,2610.14,5.1242,4.53,2.3655,-4,2.7587,-8
1306,much,considerable,1,5,4,12,973.25,4.6958,4.53,2.3655,-4,2.3303000000000003,-8
1307,important,grave,3,1,9,5,207.59,4.0248,26.27,3.1274,2,0.8973999999999998,4
1308,dangerous,grave,3,1,9,5,74.84,3.5818,26.27,3.1274,2,0.4543999999999997,4
1309,important,valuable,3,3,9,8,207.59,4.0248,15.59,2.9009,0,1.1239,1
1310,worth,valuable,1,3,5,8,109.2,3.7459,15.59,2.9009,-2,0.8449999999999998,-3
1311,important,esteemed,3,2,9,8,207.59,4.0248,1.47,1.8808,1,2.144,1
1312,aerodynamic,sleek,5,1,11,5,0.43,1.3617,0.84,1.6435,4,-0.28180000000000005,6
1313,slick,sleek,1,1,5,5,6.86,2.5453,0.84,1.6435,0,0.9018000000000002,0
1314,cross,transverse,1,2,5,10,55.04,3.4484,0.29,1.2041,-1,2.2443,-5
1315,cross,spoil,1,1,5,5,55.04,3.4484,11.63,2.7738,0,0.6745999999999999,0
1316,ravage,spoil,2,1,6,5,0.53,1.4472,11.63,2.7738,1,-1.3266,1
1317,very,true,2,1,4,4,1241.25,4.8014,253.35,4.1113,1,0.6901000000000002,0
1318,pure,true,1,1,4,4,24.92,3.1045,253.35,4.1113,0,-1.0068000000000001,0
1319,reliable,true,4,1,8,4,5.9,2.48,253.35,4.1113,3,-1.6313,4
1320,rightful,true,2,1,8,4,2.33,2.0792,253.35,4.1113,1,-2.0321,4
1321,silver,precious,2,2,6,8,31.75,3.2095,23.35,3.0763,0,0.13319999999999999,-2
1322,licentious,immoral,3,3,10,7,0.04,0.4771,2.61,2.1271,0,-1.65,3
1323,unprincipled,immoral,4,3,12,7,0.31,1.2304,2.61,2.1271,1,-0.8967,5
1324,depraved,immoral,2,3,8,7,1.27,1.8195,2.61,2.1271,-1,-0.3076000000000001,1
1325,impure,immoral,2,3,6,7,0.8,1.6232,2.61,2.1271,-1,-0.5039,-1
1326,cold,reserved,1,2,4,8,130.16,3.8221,5.06,2.4133,-1,1.4087999999999998,-4
1327,cold,frozen,1,2,4,6,130.16,3.8221,15.33,2.8938,-1,0.9282999999999997,-2
1328,foggy,cloudy,2,2,5,6,1.29,1.8261,2.16,2.0453,0,-0.21920000000000006,-1
1329,misty,cloudy,2,2,5,6,1.57,1.9085,2.16,2.0453,0,-0.13680000000000003,-1
1330,overcast,cloudy,3,2,8,6,0.47,1.3979,2.16,2.0453,1,-0.6474000000000002,2
1331,sacrosanct,inviolable,3,5,10,10,0.16,0.9542,0.04,0.4771,-2,0.4771,0
1332,graphic,graphical,2,3,7,9,2.33,2.0792,0.04,0.4771,-1,1.6021,-2
1333,meticulous,painstaking,4,3,10,11,1.02,1.7243,0.24,1.1139,1,0.6104,-1
1334,meticulous,precise,4,2,10,7,1.02,1.7243,5.2,2.4249,2,-0.7006000000000001,3
1335,definite,precise,3,2,8,7,6.16,2.4983,5.2,2.4249,1,0.07339999999999991,1
1336,bad,vicious,1,2,3,7,545.18,4.4441,8.59,2.6425,-1,1.8015999999999996,-4
1337,bad,sorry,1,2,3,5,545.18,4.4441,1167.96,4.775,-1,-0.33090000000000064,-2
1338,bad,dire,1,1,3,4,545.18,4.4441,2.2,2.0531,0,2.3909999999999996,-1
1339,bad,negative,1,3,3,8,545.18,4.4441,25.65,3.1169,-2,1.3272,-5
1340,damaging,negative,3,3,8,8,1.59,1.9138,25.65,3.1169,0,-1.2030999999999998,0
1341,bad,wicked,1,2,3,6,545.18,4.4441,13.29,2.8319,-1,1.6121999999999996,-3
1342,vicious,wicked,2,2,7,6,8.59,2.6425,13.29,2.8319,0,-0.1894,1
1343,ungodly,wicked,3,2,7,6,0.59,1.4914,13.29,2.8319,1,-1.3405,1
1344,pernicious,wicked,3,2,10,6,0.27,1.1761,13.29,2.8319,1,-1.6558000000000002,4
1345,bad,faulty,1,2,3,6,545.18,4.4441,1.63,1.9243,-1,2.5198,-3
1346,inaccurate,faulty,4,2,10,6,0.51,1.4314,1.63,1.9243,2,-0.4928999999999999,4
1347,wrong,faulty,1,2,5,6,523.1,4.4262,1.63,1.9243,-1,2.5019,-1
1348,sick,crazy,1,2,4,5,165.43,3.9262,272.27,4.1426,-1,-0.2163999999999997,-1
1349,sick,twisted,1,2,4,7,165.43,3.9262,10.59,2.7332,-1,1.193,-3
1350,fond,foolish,1,2,4,7,12.33,2.7993,17.51,2.9513,-1,-0.1519999999999997,-3
1351,fond,loving,1,2,4,6,12.33,2.7993,25.0,3.1059,-1,-0.3066,-2
1352,tough,sturdy,1,2,5,6,90.51,3.6644,1.69,1.9395,-1,1.7249,-1
1353,tough,bad,1,1,5,3,90.51,3.6644,545.18,4.4441,0,-0.7796999999999996,2
1354,miserable,bad,4,1,9,3,21.49,3.0402,545.18,4.4441,3,-1.4038999999999997,6
1355,dangerous,bad,3,1,9,3,74.84,3.5818,545.18,4.4441,2,-0.8622999999999998,6
1356,spoiled,bad,1,1,7,3,8.47,2.6365,545.18,4.4441,0,-1.8075999999999999,4
1357,merciful,compassionate,3,4,8,13,3.49,2.2529,1.78,1.9638,-1,0.2890999999999999,-5
1358,sympathetic,compassionate,4,4,11,13,3.8,2.29,1.78,1.9638,0,0.32620000000000005,-2
1359,keen,incisive,1,3,4,8,4.47,2.3598,0.16,0.9542,-2,1.4055999999999997,-4
1360,keen,intelligent,1,4,4,11,4.47,2.3598,13.51,2.8388,-3,-0.4790000000000001,-7
1361,rational,intelligent,3,4,8,11,5.02,2.4099,13.51,2.8388,-1,-0.42890000000000006,-3
1362,sensible,intelligent,3,4,8,11,6.8,2.5416,13.51,2.8388,-1,-0.29720000000000013,-3
1363,ingenious,intelligent,3,4,9,11,2.12,2.0374,13.51,2.8388,-1,-0.8014000000000001,-2
1364,dead,deceased,1,2,4,8,448.98,4.3598,6.29,2.5079,-1,1.8519,-4
1365,dead,inactive,1,3,4,8,448.98,4.3598,0.67,1.5441,-2,2.8156999999999996,-4
1366,ineffective,unable,4,3,11,6,0.59,1.4914,10.25,2.7193,1,-1.2279,5
1367,hard,rigorous,1,3,4,8,307.84,4.1959,0.84,1.6435,-2,2.5524,-4
1368,strict,rigorous,1,3,6,8,7.02,2.5551,0.84,1.6435,-2,0.9116,-2
1369,hard,severe,1,2,4,6,307.84,4.1959,9.41,2.6821,-1,1.5137999999999998,-2
1370,caustic,severe,2,2,7,6,0.14,0.9031,9.41,2.6821,0,-1.7790000000000001,1
1371,dangerous,severe,3,2,9,6,74.84,3.5818,9.41,2.6821,1,0.8996999999999997,3
1372,strict,severe,1,2,6,6,7.02,2.5551,9.41,2.6821,-1,-0.12700000000000022,0
1373,sore,severe,1,2,4,6,15.0,2.8842,9.41,2.6821,-1,0.20209999999999972,-2
