,Word1,Word2,Word1_Syll,Word2_Syll,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta
1419,substantive,substantial,3,3,0.24,1.1139,3.57,2.2625,0,1.1486000000000003
1420,inherent,natural,3,3,0.59,1.4914,42.35,3.3347,0,1.8433000000000002
1421,raw,natural,1,3,10.18,2.716,42.35,3.3347,2,0.6187
1422,simple,natural,2,3,89.31,3.6586,42.35,3.3347,1,-0.32389999999999963
1423,instinctive,natural,3,3,0.41,1.3424,42.35,3.3347,0,1.9923000000000002
1424,intrinsic,natural,3,3,0.2,1.0414,42.35,3.3347,0,2.2933000000000003
1425,inherent,innate,3,2,0.59,1.4914,0.76,1.6021,1,-0.11070000000000002
1426,intrinsic,innate,3,2,0.2,1.0414,0.76,1.6021,1,-0.5607
1427,educated,literate,4,3,5.53,2.4518,0.33,1.2553,1,1.1965
1428,literary,literate,4,3,2.55,2.1173,0.33,1.2553,1,0.8620000000000001
1429,educated,cultured,4,2,5.53,2.4518,0.96,1.699,2,0.7527999999999999
1430,polite,cultured,2,2,13.94,2.8525,0.96,1.699,0,-1.1535
1431,civilized,cultured,3,2,6.18,2.4997,0.96,1.699,1,0.8006999999999997
1432,civilized,cultured,3,2,6.18,2.4997,0.96,1.699,1,0.8006999999999997
1433,haughty,disdainful,2,3,0.41,1.3424,0.06,0.6021,1,-0.7403000000000001
1434,wicked,sinful,2,2,13.29,2.8319,1.71,1.9445,0,-0.8874000000000002
1435,wicked,malicious,2,3,13.29,2.8319,1.57,1.9085,1,-0.9234
1436,wanton,malicious,2,3,0.82,1.6335,1.57,1.9085,1,0.27500000000000013
1437,murderous,bloodthirsty,3,3,1.82,1.9731,0.96,1.699,0,-0.2741
1438,vehement,furious,3,3,0.12,0.8451,6.0,2.4871,0,1.642
1439,violent,furious,3,3,16.67,2.9299,6.0,2.4871,0,-0.4428000000000001
1440,light,nimble,1,2,165.2,3.9256,0.59,1.4914,1,-2.4342
1441,quick,nimble,1,2,108.67,3.7437,0.59,1.4914,1,-2.2523
1442,light,airy,1,2,165.2,3.9256,0.31,1.2304,1,-2.6952000000000003
1443,light,swift,1,1,165.2,3.9256,3.86,2.2967,0,-1.6289000000000002
1444,nimble,swift,2,1,0.59,1.4914,3.86,2.2967,1,-0.8052999999999999
1445,light,happen,1,2,165.2,3.9256,254.27,4.1129,1,0.18729999999999958
1446,light,fall,1,1,165.2,3.9256,118.51,3.7814,0,-0.1442000000000001
1447,drop,fall,1,1,130.61,3.8236,118.51,3.7814,0,-0.04219999999999979
1448,pass,fall,1,1,108.12,3.7415,118.51,3.7814,0,0.03990000000000027
1449,shine,fall,1,1,20.65,3.0228,118.51,3.7814,0,0.7585999999999999
1450,strike,fall,1,1,45.57,3.3664,118.51,3.7814,0,0.41500000000000004
1451,punitive,vindictive,3,3,0.86,1.6532,1.06,1.7404,0,0.08719999999999994
1452,acute,pointed,2,2,2.94,2.179,7.59,2.5888,0,0.40980000000000016
1453,regular,systematic,3,4,33.86,3.2375,0.59,1.4914,1,-1.7460999999999998
1454,brilliant,magnificent,2,4,35.8,3.2617,13.22,2.8293,2,-0.4323999999999999
1455,pastoral,bucolic,3,3,0.14,0.9031,0.14,0.9031,0,-0.0
1456,spiteful,hateful,2,2,0.75,1.5911,2.0,2.0128,0,0.42169999999999996
1457,prudent,economical,2,5,1.61,1.9191,0.33,1.2553,3,-0.6638
1458,economic,economical,4,5,4.96,2.4048,0.33,1.2553,1,-1.1494999999999997
1459,imaginative,fanciful,5,3,1.37,1.8513,0.49,1.415,2,0.4362999999999999
1460,imaginative,creative,5,3,1.37,1.8513,10.75,2.7396,2,-0.8882999999999999
1461,poetic,creative,3,3,2.69,2.1399,10.75,2.7396,0,0.5996999999999999
1462,lewd,lascivious,1,4,1.27,1.8195,0.67,1.5441,3,-0.27539999999999987
1463,wanton,lascivious,2,4,0.82,1.6335,0.67,1.5441,2,-0.08939999999999992
1464,pious,obedient,2,4,0.94,1.6902,1.96,2.0043,2,0.31410000000000027
1465,submissive,obedient,3,4,0.88,1.6628,1.96,2.0043,1,0.34150000000000014
1466,pious,devout,2,2,0.94,1.6902,0.75,1.5911,0,-0.09909999999999997
1467,free,devoid,1,2,177.53,3.9569,0.71,1.5682,1,-2.3887
1468,free,unrestrained,1,3,177.53,3.9569,0.14,0.9031,2,-3.0538
1469,free,liberated,1,4,177.53,3.9569,1.84,1.9777,3,-1.9792
1470,early,first,2,1,108.04,3.7412,840.57,4.6322,1,-0.891
1471,top,first,1,1,133.43,3.8329,840.57,4.6322,0,0.7993000000000001
1472,original,first,4,1,28.24,3.1587,840.57,4.6322,3,-1.4735
1473,foremost,first,2,1,1.69,1.9395,840.57,4.6322,1,-2.6927000000000003
1474,maiden,first,2,1,5.53,2.4518,840.57,4.6322,1,-2.1804
1475,early,precocious,2,3,108.04,3.7412,0.47,1.3979,1,-2.3433
1476,wry,ironic,1,3,0.2,1.0414,6.12,2.4955,2,1.4540999999999997
1477,broad,comprehensive,1,4,14.73,2.8762,1.14,1.7709,3,-1.1053
1478,capable,comprehensive,3,4,20.82,3.0265,1.14,1.7709,1,-1.2556
1479,hallowed,sacred,2,2,2.29,2.0719,14.02,2.8549,0,0.7830000000000004
1480,divine,sacred,2,2,11.65,2.7745,14.02,2.8549,0,0.08040000000000003
1481,active,dynamic,2,3,11.45,2.7672,2.1,2.0334,1,-0.7338
1482,active,operative,2,4,11.45,2.7672,3.25,2.2227,2,-0.5444999999999998
1483,active,prompt,2,1,11.45,2.7672,1.16,1.7782,1,0.9889999999999999
1484,quick,prompt,1,1,108.67,3.7437,1.16,1.7782,0,-1.9655
1485,immediate,prompt,4,1,11.2,2.7574,1.16,1.7782,3,0.9792000000000001
1486,incorrect,erroneous,3,4,2.22,2.0569,0.53,1.4472,1,-0.6097000000000001
1487,incorrect,improper,3,3,2.22,2.0569,1.12,1.7634,0,-0.2935000000000001
1488,good,suited,1,2,2610.14,5.1242,2.98,2.1847,1,-2.9395000000000002
1489,good,propitious,1,3,2610.14,5.1242,0.12,0.8451,2,-4.2791
1490,good,advantageous,1,4,2610.14,5.1242,0.39,1.3222,3,-3.802
1491,available,advantageous,4,4,25.94,3.1219,0.39,1.3222,0,-1.7997
1492,useful,advantageous,2,4,13.12,2.8261,0.39,1.3222,2,-1.5038999999999998
1493,good,merciful,1,3,2610.14,5.1242,3.49,2.2529,2,-2.8713
1494,gracious,merciful,2,3,7.16,2.5635,3.49,2.2529,1,-0.3106
1495,compassionate,merciful,4,3,1.78,1.9638,3.49,2.2529,1,-0.2890999999999999
1496,good,adapted,1,3,2610.14,5.1242,1.1,1.7559,2,-3.3683
1497,good,beneficial,1,4,2610.14,5.1242,0.78,1.6128,3,-3.5114
1498,helpful,beneficial,2,4,12.14,2.7924,0.78,1.6128,2,-1.1796000000000002
1499,useful,beneficial,2,4,13.12,2.8261,0.78,1.6128,2,-1.2132999999999998
1500,good,useful,1,2,2610.14,5.1242,13.12,2.8261,1,-2.2981000000000003
1501,beneficial,useful,4,2,0.78,1.6128,13.12,2.8261,2,-1.2132999999999998
1502,helpful,useful,2,2,12.14,2.7924,13.12,2.8261,0,0.03369999999999962
1503,illogical,irrational,4,4,0.57,1.4771,2.92,2.1761,0,0.6989999999999998
1504,hostile,combative,2,3,8.94,2.6599,0.53,1.4472,1,-1.2127
1505,hostile,unfriendly,2,3,8.94,2.6599,1.04,1.7324,1,-0.9275
1506,hostile,warlike,2,2,8.94,2.6599,0.27,1.1761,0,-1.4838
1507,intimate,direct,3,2,6.96,2.5514,24.04,3.0888,1,-0.5373999999999999
1508,regulate,direct,3,2,0.76,1.6021,24.04,3.0888,1,-1.4867
1509,intimate,cozy,3,2,6.96,2.5514,5.65,2.4609,1,0.09050000000000002
1510,intimate,friendly,3,2,6.96,2.5514,26.04,3.1235,1,-0.5720999999999998
1511,gracious,friendly,2,2,7.16,2.5635,26.04,3.1235,0,0.56
1512,affable,friendly,3,2,0.12,0.8451,26.04,3.1235,1,-2.2784
1513,auspicious,fortunate,3,3,0.51,1.4314,8.22,2.6232,0,1.1918000000000002
1514,inferior,substandard,4,3,3.06,2.1959,0.43,1.3617,1,0.8342
1515,massive,monumental,2,4,9.96,2.7067,1.06,1.7404,2,-0.9663000000000002
1516,tricky,crafty,2,2,7.96,2.6096,1.04,1.7324,0,-0.8772
1517,blue,gloomy,1,2,102.39,3.7179,2.41,2.0934,1,-1.6245000000000003
1518,moody,gloomy,2,2,2.25,2.0645,2.41,2.0934,0,0.028900000000000148
1519,blue,drab,1,1,102.39,3.7179,0.8,1.6232,0,-2.0947000000000005
1520,yellow,drab,2,1,33.8,3.2368,0.8,1.6232,1,1.6136000000000001
1521,green,inexperienced,1,5,72.47,3.5678,1.14,1.7709,4,-1.7969000000000002
1522,raw,inexperienced,1,5,10.18,2.716,1.14,1.7709,4,-0.9451000000000003
1523,young,inexperienced,1,5,243.18,4.0935,1.14,1.7709,4,-2.3225999999999996
1524,melancholy,sad,4,1,2.18,2.0492,63.37,3.5096,3,-1.4604
1525,moody,sad,2,1,2.25,2.0645,63.37,3.5096,1,-1.4451
1526,mournful,sad,2,1,0.49,1.415,63.37,3.5096,1,-2.0946
1527,pitiful,sad,3,1,3.84,2.2945,63.37,3.5096,2,-1.2150999999999996
1528,obscene,disgusting,2,3,3.45,2.248,26.61,3.1329,1,0.8848999999999996
1529,right,straight,1,1,4008.39,5.3105,122.43,3.7955,0,-1.5150000000000001
1530,consecutive,straight,4,1,1.63,1.9243,122.43,3.7955,3,-1.8712000000000002
1531,neat,straight,1,1,12.45,2.8035,122.43,3.7955,0,0.992
1532,square,straight,1,1,31.76,3.2098,122.43,3.7955,0,0.5857000000000001
1533,right,lawful,1,2,4008.39,5.3105,2.18,2.0492,1,-3.2613000000000003
1534,weak,infirm,1,2,31.51,3.2063,0.29,1.2041,1,-2.0022
1535,weak,faint,1,1,31.51,3.2063,9.27,2.6758,0,-0.5305
1536,distant,faint,2,1,8.61,2.6435,9.27,2.6758,1,-0.03230000000000022
1537,weak,soft,1,1,31.51,3.2063,32.02,3.2133,0,0.006999999999999673
1538,smooth,soft,1,1,18.27,2.9699,32.02,3.2133,0,0.24339999999999984
1539,small,soft,1,1,124.96,3.8044,32.02,3.2133,0,-0.5911
1540,bland,soft,1,1,1.08,1.7482,32.02,3.2133,0,1.4650999999999998
1541,subdued,soft,2,1,0.63,1.5185,32.02,3.2133,1,-1.6947999999999999
1542,lenient,soft,3,1,0.9,1.6721,32.02,3.2133,2,-1.5412
1543,fresh,sweet,1,1,54.51,3.4442,145.2,3.8696,0,0.4254000000000002
1544,fresh,novel,1,2,54.51,3.4442,10.06,2.711,1,-0.7332000000000001
1545,narrative,novel,3,2,1.04,1.7324,10.06,2.711,1,-0.9785999999999999
1546,beneficial,profitable,4,4,0.78,1.6128,2.45,2.1004,0,0.48760000000000003
1547,productive,profitable,3,4,2.41,2.0934,2.45,2.1004,1,0.007000000000000117
1548,successful,profitable,3,4,20.33,3.0162,2.45,2.1004,1,-0.9158
1549,lucrative,profitable,3,4,1.29,1.8261,2.45,2.1004,1,0.2743
1550,abundant,numerous,3,3,0.57,1.4771,3.59,2.2648,0,0.7877000000000001
1551,populous,numerous,3,3,0.04,0.4771,3.59,2.2648,0,1.7877
1552,many,numerous,2,3,359.43,4.2632,3.59,2.2648,1,-1.9984000000000002
1553,accessible,available,4,4,1.1,1.7559,25.94,3.1219,0,1.366
1554,usable,available,3,4,0.53,1.4472,25.94,3.1219,1,1.6747
1555,accessible,ready,4,2,1.1,1.7559,387.8,4.2962,2,-2.5403
1556,handy,ready,2,2,12.22,2.7952,387.8,4.2962,0,1.501
1557,unlucky,unfortunate,3,4,4.12,2.3243,11.84,2.7818,1,0.4575
1558,insolvent,bankrupt,3,2,0.06,0.6021,2.8,2.1584,1,-1.5562999999999998
1559,ridiculous,surreal,4,2,55.61,3.4529,1.12,1.7634,2,1.6895
1560,special,uncommon,2,3,148.57,3.8796,2.16,2.0453,1,-1.8342999999999998
1561,strange,uncommon,1,3,86.43,3.6443,2.16,2.0453,2,-1.5989999999999998
1562,mindful,aware,2,2,0.49,1.415,35.65,3.2598,0,1.8447999999999998
1563,intelligent,aware,4,2,13.51,2.8388,35.65,3.2598,2,-0.4209999999999998
1564,unorthodox,heretical,4,4,1.41,1.8633,0.18,1.0,0,-0.8633
1565,philosophic,rational,4,3,0.08,0.699,5.02,2.4099,1,-1.7109
1566,raw,green,1,1,10.18,2.716,72.47,3.5678,0,0.8517999999999999
1567,miserable,worthless,4,2,21.49,3.0402,9.27,2.6758,2,0.36439999999999984
1568,vicious,bitter,2,2,8.59,2.6425,11.14,2.7551,0,0.11260000000000003
1569,vindictive,bitter,3,2,1.06,1.7404,11.14,2.7551,1,-1.0147000000000002
1570,vitriolic,bitter,4,2,0.08,0.699,11.14,2.7551,2,-2.0561000000000003
1571,bitters,bitter,2,2,0.35,1.2788,11.14,2.7551,0,1.4763000000000002
1572,quaint,archaic,1,3,2.18,2.0492,0.69,1.5563,2,-0.4928999999999999
1573,dependent,addicted,3,3,2.24,2.0607,4.53,2.3655,0,0.30479999999999974
1574,dependent,subordinate,3,4,2.24,2.0607,0.61,1.5051,1,-0.5556000000000001
1575,greedy,gluttonous,2,3,6.63,2.5302,0.12,0.8451,1,-1.6850999999999998
1576,essential,necessary,3,4,4.84,2.3945,45.98,3.3703,1,0.9758
1577,main,necessary,1,4,42.73,3.3385,45.98,3.3703,3,0.03180000000000005
1578,brave,bold,1,1,31.71,3.209,7.55,2.5866,0,-0.6224000000000003
1579,forward,bold,2,1,72.33,3.567,7.55,2.5866,1,0.9804000000000004
1580,courageous,bold,3,1,3.16,2.2095,7.55,2.5866,2,-0.3771
1581,ambitious,bold,3,1,4.76,2.3874,7.55,2.5866,2,-0.19919999999999982
1582,fearless,bold,2,1,2.98,2.1847,7.55,2.5866,1,-0.4018999999999999
1583,heroic,bold,3,1,4.59,2.3711,7.55,2.5866,2,-0.21549999999999958
1584,audacious,bold,3,1,0.51,1.4314,7.55,2.5866,2,-1.1551999999999998
1585,brave,fearless,1,2,31.71,3.209,2.98,2.1847,1,-1.0243000000000002
1586,courageous,fearless,3,2,3.16,2.2095,2.98,2.1847,1,0.024799999999999933
1587,hopeless,desperate,2,2,8.94,2.6599,25.69,3.1176,0,0.4577
1588,warm,cordial,1,2,52.14,3.4249,1.22,1.7993,1,-1.6256000000000002
1589,warm,excited,1,3,52.14,3.4249,48.61,3.3945,2,-0.030400000000000205
1590,enthusiastic,excited,5,3,2.78,2.1553,48.61,3.3945,2,-1.2391999999999999
1591,emotional,excited,4,3,21.2,3.0342,48.61,3.3945,1,-0.36030000000000006
1592,oblique,indirect,2,3,0.45,1.3802,0.41,1.3424,1,-0.037800000000000056
1593,gilded,golden,2,2,0.69,1.5563,23.27,3.0748,0,1.5185000000000002
1594,recurrent,intermittent,3,4,0.25,1.1461,0.55,1.4624,1,0.3163
1595,basic,introductory,2,5,15.57,2.9004,0.33,1.2553,3,-1.6450999999999998
1596,center,focus,2,2,45.78,3.3685,29.39,3.1761,0,-0.19240000000000013
1597,forward,advanced,2,2,72.33,3.567,8.84,2.6551,0,-0.9119000000000002
1598,sophisticated,advanced,5,2,6.78,2.5403,8.84,2.6551,3,-0.11480000000000024
1599,comic,burlesque,2,2,10.82,2.7427,0.71,1.5682,0,-1.1745
1600,comic,farcical,2,3,10.82,2.7427,0.12,0.8451,1,-1.8976000000000002
1601,mental,immaterial,2,5,19.65,3.0013,0.88,1.6628,3,-1.3385
1602,mental,interior,2,4,19.65,3.0013,5.24,2.4281,2,-0.5731999999999999
1603,mental,emotional,2,4,19.65,3.0013,21.2,3.0342,2,0.03289999999999971
1604,mental,subjective,2,3,19.65,3.0013,1.12,1.7634,1,-1.2379
1605,quiet,undisturbed,2,3,117.22,3.7766,0.71,1.5682,1,-2.2084
1606,quiet,tranquil,2,2,117.22,3.7766,0.82,1.6335,0,-2.1431000000000004
1607,quiet,peace,2,1,117.22,3.7766,69.61,3.5504,1,0.2262000000000004
1608,clandestine,covert,3,2,0.88,1.6628,2.9,2.1732,1,-0.5104
1609,line,covert,1,2,206.18,4.0219,2.9,2.1732,1,-1.8486999999999996
1610,clandestine,private,3,2,0.88,1.6628,75.96,3.5883,1,-1.9254999999999998
1611,privy,private,2,2,1.49,1.8865,75.96,3.5883,0,1.7017999999999998
1612,secretive,private,3,2,1.33,1.8388,75.96,3.5883,1,-1.7494999999999998
1613,confidential,private,4,2,6.71,2.5353,75.96,3.5883,2,-1.053
1614,alive,awake,2,2,154.47,3.8965,26.71,3.1345,0,-0.762
1615,alert,awake,2,2,20.61,3.022,26.71,3.1345,0,0.11250000000000027
1616,excited,awake,3,2,48.61,3.3945,26.71,3.1345,1,0.2599999999999998
1617,illiterate,uneducated,4,5,0.98,1.7076,0.47,1.3979,1,-0.3097000000000001
1618,hurtful,painful,2,2,1.14,1.7709,15.16,2.8887,0,1.1178000000000001
1619,sharp,painful,1,2,23.78,3.0842,15.16,2.8887,1,-0.1955
1620,hurtful,harmful,2,2,1.14,1.7709,1.29,1.8261,0,0.05520000000000014
1621,deleterious,harmful,5,2,0.18,1.0,1.29,1.8261,3,-0.8261000000000001
1622,rare,singular,1,3,21.31,3.0366,1.27,1.8195,2,-1.2171
1623,peculiar,singular,3,3,7.55,2.5866,1.27,1.8195,0,-0.7670999999999999
1624,remarkable,singular,4,3,12.57,2.8075,1.27,1.8195,1,0.9880000000000002
1625,extraordinary,singular,5,3,15.12,2.8876,1.27,1.8195,2,1.0681
1626,unique,singular,2,3,13.65,2.8432,1.27,1.8195,1,-1.0237
1627,double,treble,2,2,62.71,3.505,0.18,1.0,0,-2.505
1628,metaphorical,allegorical,5,5,0.27,1.1761,0.16,0.9542,0,-0.22189999999999988
1629,metaphorical,figurative,5,4,0.27,1.1761,0.08,0.699,1,0.47709999999999997
1630,charming,pleasing,2,2,28.12,3.1569,1.55,1.9031,0,-1.2537999999999998
1631,desirable,pleasing,4,2,1.94,2.0,1.55,1.9031,2,0.09689999999999999
1632,nice,pleasing,1,2,649.51,4.5202,1.55,1.9031,1,-2.6170999999999998
1633,agreeable,pleasing,4,2,1.59,1.9138,1.55,1.9031,2,0.010699999999999932
1634,charming,amiable,2,4,28.12,3.1569,0.59,1.4914,2,-1.6654999999999998
1635,virtuous,exemplary,3,4,1.73,1.9494,0.86,1.6532,1,-0.2962
1636,meditative,contemplative,4,4,0.22,1.0792,0.1,0.7782,0,-0.30099999999999993
1637,meditative,reflective,4,3,0.22,1.0792,0.61,1.5051,1,-0.42590000000000017
1638,gritty,dirty,2,2,0.45,1.3802,66.45,3.5302,0,2.1499999999999995
1639,grubby,dirty,2,2,0.57,1.4771,66.45,3.5302,0,2.0530999999999997
1640,functional,official,3,3,2.73,2.1461,24.0,3.0881,0,0.9419999999999997
1641,pure,unadulterated,1,6,24.92,3.1045,0.39,1.3222,5,-1.7822999999999998
1642,pure,spotless,1,2,24.92,3.1045,1.18,1.7853,1,-1.3191999999999997
1643,pure,stainless,1,2,24.92,3.1045,0.73,1.5798,1,-1.5246999999999997
1644,pure,guiltless,1,2,24.92,3.1045,0.14,0.9031,1,-2.2013999999999996
1645,pure,real,1,1,24.92,3.1045,442.8,4.3538,0,1.2492999999999999
1646,positive,real,3,1,31.63,3.2079,442.8,4.3538,2,-1.1458999999999997
1647,intrinsic,real,3,1,0.2,1.0414,442.8,4.3538,2,-3.3123999999999993
1648,pleased,satisfied,1,3,28.53,3.1632,15.51,2.8987,2,-0.26449999999999996
1649,efficient,potent,3,2,4.96,2.4048,1.49,1.8865,1,0.5182999999999998
1650,dangerous,hazardous,3,3,74.84,3.5818,1.84,1.9777,0,-1.6040999999999999
1651,dangerous,nasty,3,2,74.84,3.5818,22.57,3.0615,1,0.5202999999999998
1652,vindictive,nasty,3,2,1.06,1.7404,22.57,3.0615,1,-1.3211000000000002
1653,dirty,nasty,2,2,66.45,3.5302,22.57,3.0615,0,-0.4686999999999997
1654,dangerous,delicate,3,3,74.84,3.5818,9.51,2.6866,0,-0.8952
1655,airy,delicate,2,3,0.31,1.2304,9.51,2.6866,1,1.4562
1656,dangerous,perilous,3,3,74.84,3.5818,0.78,1.6128,0,-1.9689999999999999
1657,dangerous,nice,3,1,74.84,3.5818,649.51,4.5202,2,-0.9384000000000001
1658,gracious,nice,2,1,7.16,2.5635,649.51,4.5202,1,-1.9567
1659,elegant,nice,3,1,6.27,2.5065,649.51,4.5202,2,-2.0137
1660,accurate,nice,3,1,7.84,2.6031,649.51,4.5202,2,-1.9171
1661,neat,nice,1,1,12.45,2.8035,649.51,4.5202,0,1.7167
1662,pleasant,nice,2,1,21.02,3.0306,649.51,4.5202,1,-1.4895999999999998
1663,lawful,legal,2,2,2.18,2.0492,35.71,3.2605,0,1.2113
1664,lawful,legitimate,2,4,2.18,2.0492,7.53,2.5855,2,0.5363000000000002
1665,natural,legitimate,3,4,42.35,3.3347,7.53,2.5855,1,-0.7492000000000001
1666,lawful,constitutional,2,5,2.18,2.0492,2.2,2.0531,3,0.0039000000000002366
1667,smooth,liquid,1,2,18.27,2.9699,7.75,2.5977,1,-0.37219999999999986
1668,watery,liquid,3,2,0.71,1.5682,7.75,2.5977,1,-1.0295
1669,clear,readable,1,3,171.82,3.9427,0.18,1.0,2,-2.9427
1670,clear,acute,1,2,171.82,3.9427,2.94,2.179,1,-1.7637
1671,intense,acute,2,2,10.2,2.7168,2.94,2.179,0,-0.5378000000000003
1672,clear,serene,1,2,171.82,3.9427,1.24,1.8062,1,-2.1365
1673,clear,brighten,1,2,171.82,3.9427,1.37,1.8513,1,-2.0914
1674,superior,prior,4,2,13.0,2.8222,8.27,2.6263,2,0.19589999999999996
1675,disabled,lame,3,1,3.47,2.2504,10.92,2.7466,2,-0.4962
1676,disabled,crippled,3,2,3.47,2.2504,4.12,2.3243,1,-0.07390000000000008
1677,artistic,aesthetic,3,3,4.92,2.4014,0.67,1.5441,0,-0.8573000000000002
1678,cortical,superficial,3,4,0.2,1.0414,2.9,2.1732,1,1.1318
1679,shallow,superficial,2,4,5.9,2.48,2.9,2.1732,2,-0.30679999999999996
1680,cortical,external,3,3,0.2,1.0414,2.47,2.1038,0,1.0624
1681,formal,external,2,3,8.31,2.6284,2.47,2.1038,1,-0.5246
1682,objective,external,3,3,7.04,2.5563,2.47,2.1038,0,-0.4524999999999997
1683,earnest,sincere,2,2,1.57,1.9085,5.98,2.4857,0,0.5771999999999999
1684,faithful,sincere,2,2,9.12,2.6684,5.98,2.4857,0,-0.18270000000000008
1685,earnest,warm,2,1,1.57,1.9085,52.14,3.4249,1,-1.5164
1686,tender,warm,2,1,8.88,2.6571,52.14,3.4249,1,-0.7678000000000003
1687,earnest,eager,2,2,1.57,1.9085,6.86,2.5453,0,0.6368
1688,earnest,solemn,2,2,1.57,1.9085,2.2,2.0531,0,0.14460000000000006
1689,sublime,solemn,2,2,1.45,1.8751,2.2,2.0531,0,0.17800000000000016
1690,main,leading,1,2,42.73,3.3385,20.86,3.0273,1,-0.3111999999999999
1691,teen,teenage,1,2,4.1,2.3222,6.86,2.5453,1,0.22310000000000008
1692,sweet,gracious,1,2,145.2,3.8696,7.16,2.5635,1,-1.3061000000000003
1693,affable,gracious,3,2,0.12,0.8451,7.16,2.5635,1,-1.7184
1694,kind,gracious,1,2,590.69,4.4789,7.16,2.5635,1,-1.9154000000000004
1695,sweet,sugary,1,3,145.2,3.8696,0.29,1.2041,2,-2.6655
1696,sweet,perfume,1,2,145.2,3.8696,11.43,2.7664,1,-1.1032000000000002
1697,curious,inquisitive,3,4,26.22,3.1265,1.0,1.716,1,-1.4105
1698,constant,steadfast,2,2,9.92,2.705,0.43,1.3617,0,-1.3433000000000002
1699,constant,unremitting,2,4,9.92,2.705,0.06,0.6021,2,-2.1029
1700,constant,continuous,2,4,9.92,2.705,1.92,1.9956,2,-0.7094
1701,constant,determined,2,3,9.92,2.705,13.16,2.8274,1,0.12239999999999984
1702,upset,determined,2,3,74.51,3.5799,13.16,2.8274,1,-0.7525
1703,constant,immutable,2,4,9.92,2.705,0.16,0.9542,2,-1.7508
1704,eternal,immutable,3,4,10.73,2.7388,0.16,0.9542,1,-1.7845999999999997
1705,constant,solid,2,2,9.92,2.705,19.57,2.9996,0,0.2946
1706,substantial,solid,3,2,3.57,2.2625,19.57,2.9996,1,-0.7370999999999999
1707,constant,consistent,2,3,9.92,2.705,5.75,2.4683,1,-0.2366999999999999
1708,witty,satirical,2,4,3.2,2.2148,0.18,1.0,2,-1.2147999999999999
1709,obscure,difficult,2,3,2.59,2.1239,60.16,3.487,1,1.3631000000000002
1710,fastidious,difficult,4,3,0.37,1.301,60.16,3.487,1,-2.186
1711,cumbersome,difficult,3,3,0.29,1.2041,60.16,3.487,0,2.2829
1712,obscure,humble,2,2,2.59,2.1239,9.8,2.6998,0,0.5759000000000003
1713,lowly,humble,2,2,1.71,1.9445,9.8,2.6998,0,0.7553000000000003
1714,mean,humble,1,2,1243.98,4.8024,9.8,2.6998,1,-2.1025999999999994
1715,obscure,obliterate,2,4,2.59,2.1239,0.35,1.2788,2,-0.8451
1716,linear,additive,3,3,0.55,1.4624,0.22,1.0792,0,-0.3832
1717,legitimate,logical,4,3,7.53,2.5855,7.39,2.5775,1,0.008000000000000007
1718,legitimate,genuine,4,3,7.53,2.5855,8.2,2.6222,1,-0.03669999999999973
1719,actual,genuine,3,3,17.33,2.9469,8.2,2.6222,0,-0.3247
1720,original,genuine,4,3,28.24,3.1587,8.2,2.6222,1,0.5365000000000002
1721,legitimate,reasonable,4,4,7.53,2.5855,18.55,2.9763,0,0.39080000000000004
1722,crazy,insane,2,2,272.27,4.1426,38.69,3.2953,0,-0.8472999999999997
1723,disposed,minded,2,2,1.73,1.9494,1.39,1.8573,0,-0.09210000000000007
1724,unchanging,static,3,2,0.16,0.9542,4.98,2.4065,1,-1.4522999999999997
1725,electrostatic,static,5,2,0.2,1.0414,4.98,2.4065,3,-1.3650999999999998
1726,reliable,sure,4,1,5.9,2.48,1099.82,4.7489,3,-2.2689
1727,reliable,certain,4,2,5.9,2.48,85.37,3.639,2,-1.1589999999999998
1728,positive,certain,3,2,31.63,3.2079,85.37,3.639,1,-0.4310999999999998
1729,secure,certain,2,2,24.33,3.0941,85.37,3.639,0,0.5448999999999997
1730,wonderful,miraculous,3,4,164.0,3.9225,2.1,2.0334,1,-1.8891
1731,wonderful,grand,3,1,164.0,3.9225,63.02,3.5072,2,0.4152999999999998
1732,magnificent,grand,4,1,13.22,2.8293,63.02,3.5072,3,-0.6779000000000002
1733,glorious,grand,3,1,9.29,2.6767,63.02,3.5072,2,-0.8305000000000002
1734,heroic,grand,3,1,4.59,2.3711,63.02,3.5072,2,-1.1360999999999999
1735,elevated,grand,4,1,2.49,2.1072,63.02,3.5072,3,-1.4
1736,luxurious,grand,4,1,1.12,1.7634,63.02,3.5072,3,-1.7438
1737,deluxe,grand,2,1,1.92,1.9956,63.02,3.5072,1,-1.5116
1738,wonderful,strange,3,1,164.0,3.9225,86.43,3.6443,2,0.2782
1739,monstrous,strange,2,1,2.39,2.0899,86.43,3.6443,1,-1.5543999999999998
1740,peculiar,strange,3,1,7.55,2.5866,86.43,3.6443,2,-1.0577
1741,singular,strange,3,1,1.27,1.8195,86.43,3.6443,2,-1.8248
1742,uncommon,strange,3,1,2.16,2.0453,86.43,3.6443,2,-1.5989999999999998
1743,erratic,strange,3,1,1.67,1.9345,86.43,3.6443,2,-1.7097999999999998
1744,whimsical,strange,3,1,0.78,1.6128,86.43,3.6443,2,-2.0315
1745,wonderful,surprising,3,3,164.0,3.9225,6.02,2.4886,0,-1.4339
